work_id,title,author,rating,category,fandom,relationship,character,additional tags,language,published,status,status date,words,chapters,comments,kudos,bookmarks,hits,all_kudos
5041852,To Yield or Be Devoured,['Esteliel'],Explicit,M/M,Les Misérables - Victor Hugo,"Javert/Jean Valjean, Enjolras/Jean Valjean, Jean Valjean/Les Amis de l'ABC, Joly/Jean Valjean","Jean Valjean, Javert (Les Misérables), Enjolras (Les Misérables), Grantaire (Les Misérables), Les Amis de l'ABC","Dubious Consent, Sex Pollen, Gangbang, Anal Sex, Alley Blow Jobs, First Time, Bondage, Martingale, Self-Sacrificing Valjean, Non-Consensual Voyeurism, Desperation, Barricade Sex, Valjean's come-slick thighs",English,2015-10-21,Completed,2015-10-21,"10,229",1/1,16,143,23,"4,561","['Chambers', 'Norian', 'beanbags', 'daddymortimer', 'Captain_Chomp69', 'LittleSpirit', 'camber', 'kanpohongchendeC', 'minhosbundles', 'Elaizel', 'Zueruka', 'lordofsilverfountains', 'TwelveLeagues', 'xkcdBlackHat', 'Seth_Figment', 'Tafeja', 'jenliv9010', 'MaronnSant', 'catfromjapan', 'marikiathoi', 'notfromaroundhere', 'alaynestoneheart', 'SandyDay', 'JimmJin', 'LacePrisonQueen', 'Lilith_Childe', 'heartsofkyber', 'kcpd', 'cybermanolo', 'KnightofGwyn', 'billspilledquill', 'Sherlaufeyson', 'Shameless2shoes', 'bulcat', 'akatonbo', 'Lkun', 'wildmachinery', 'SerpentineJ', 'potatosexual', 'foxpuppet', 'Zaxal', 'cobblestoner', 'NeverEnoughCats', 'Crimsonchic', 'glassneko', 'lover_of_blue_roses', 'nammyneutron', 'Shadytail', 'pinglederry', 'Gyn_Blaise']"
4992895,In Honour of Tradition,['Cloudnine101'],Teen And Up Audiences,M/M,Les Misérables - All Media Types,"Enjolras/Grantaire, Minor or Background Relationship(s), Cosette Fauchelevent/Marius Pontmercy, Combeferre/Courfeyrac, Combeferre/Éponine Thénardier, Joly/Bossuet Laigle, Javert/Jean Valjean","Grantaire, Enjolras (Les Misérables), Éponine Thénardier, Courfeyrac (Les Misérables), Cosette Fauchelevent, Combeferre (Les Misérables), Marius Pontmercy, Joly (Les Misérables), Bossuet Laigle, Bahorel (Les Misérables), Javert (Les Misérables), Jean Valjean","First Kiss, Pining, Jealousy, Weddings, Getting Together, Enjolras Is Bad At Feelings, Love Confessions",English,2015-10-13,Completed,2015-10-13,"4,114",1/1,11,677,45,"7,732","['catlilli', 'SaturnTheDragon', 'Arebell', 'yourlettersinthesand', 'pyrestes', 'delphorium', 'CacklingBlobittyRabbitty', 'Amaelalt', 'd34dgorl', 'AbelianGrape', 'thedancingstars', 'Bella_Anne', 'Lenivaya', 'its_kale_chip', 'Whyme12', 'JessyJamie', 'Mmepinnochio', 'perpetuallybroken', 'jellyfroggie', 'ScribbledInTheMargins', 'dwindlingdwarvendwellings', 'thatthis', 'Sunnray', 'Lost_Noise', 'theiloveyousong', 'VaderNuwandaPadme', 'moon_simper', 'Sapphire_Princesse', 'bottasvaltteri', '7Jezz', 'SilverWolfPup', 'gotstuckwithprincess', 'crow_writes', 'RandomFandomWeirdo', 'forcryingoutbat', 'Anna_Clark', 'IncurableRomantic', 'SherryForYourThoughts', 'dinovase', 'passionslikemine', 'mermarredel', 'beevebees', 'aucuneidee', 'LiliaNox', 'PhysicallyFightYou', 'rabiesbabie', 'agispa', 'heartofhearts', 'HappyButterfly56', 'lobst_r']"
4977181,Rest,['MadMoro'],Not Rated,Gen,"Les Misérables - All Media Types, Les Misérables - Victor Hugo","Javert/Jean Valjean, Javert & Jean Valjean","Javert (Les Misérables), Jean Valjean, Bishop Charles-François-Bienvenu Myriel",Illustrations,English,2015-10-11,Completed,2015-10-11,0,1/1,13,172,9,"1,752","['bookewuirm', 'alliaria', 'AshflameTheWaffle', 'M_Moonshade', 'Akanague', 'FandomTrashcan', 'Ysad', 'Lilith_the_ancient', 'RoseAshfox', 'Uuuhshiny', 'KazukiQuartz', 'Burning_out2755', 'LadySybille', 'XxXRobeXxX', 'Lucrezia87', 'generalzero', 'Lewdllama', 'Cobaltsunflower', 'JaneWilde99', 'Random_fandom_dragon999', 'Klyaksa', 'ciao_bella', 'delusion_incarnate', 'kanpohongchendeC', 'Goldie_McDuck', 'FurryBigProblem', 'Lily_Smith', 'JiMoriartea', 'AdorableDimples', 'Vavarra', 'Puggod21', 'Catii', 'Eleanor_Guenevere', 'fromkansaswithlove', 'strayket', 'CNcnwww', 'Satsu_W', 'badthingenjoyer', 'starryheaven', 'smile667', 'gladdecease', 'xhoneyvanityx', 'secret_writer_secret_musician', 'McEnchilada', 'PokedotPokedot', 'PastEleven', 'anotherbuskitten', 'Sproutmo', 'littlemsterious', 'NekoChan16']"
4968262,A Valvert Halloween,['Shipwreckedjavert'],Teen And Up Audiences,M/M,Les Misérables - All Media Types,Javert/Jean Valjean,"Jean Valjean, Inspector Javert","Halloween, Spooky fic, Spooky, its a surprise so i dont want to spoil it, there may be a part 2, we shall see",English,2015-10-10,Completed,2015-10-10,"1,711",1/1,5,38,3,706,"['Jazmindulcecitlalic', 'moss_web', 'KumaLou', 'AlexKenmore', 'i_cry_over_ai', 'stella_the_great', 'JimmJin', 'YMJ', 'WatermelonAntlers', 'DeValois', 'UruruOreSama', 'RedThePear', '3lys3', 'bookspazz', 'Chrissy24601', 'cruisedirector', 'Maddie24601', 'DarkSky_Woman']"
4919128,With Open Eyes,['Miss M (missm)'],Explicit,M/M,"Les Misérables - All Media Types, Les Misérables - Victor Hugo",Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean","Remix, Alternate Universe - Javert Survives, Masturbation, Angst, Shame, Fantasy Fulfillment, Bathing/Washing, Rimming, Javert's Confused Boner",English,2015-10-02,Completed,2015-10-02,"6,080",1/1,11,323,46,"5,239","['here2observe', 'Music_is_life_2788', 'MoonyJulian', 'AMultiFandomed1', 'BlueCatWriter', 'Phatomflair', 'M_Moonshade', 'Uni_3Yo', 'AkakyK', 'Kai_ser', 'Loramir', 'Iefe', 'JMoriartyFan_Death13', 'CCCcat', 'Captain_Chomp69', 'deathbywikipedia', 'Ehgis', 'xl_VON', 'calledtheunknown', 'cherrygore', 'SilverWolfPup', 'ExplosiveNyanko', 'shmlessly', 'little_ogre', 'kanpohongchendeC', 'lilacwitch', 'LiliaNox', 'jaythenerdkid', 'Amphibious_Sniper', 'xkcdBlackHat', 'Oldkaktus', 'JaneWilde99', 'nebuleia', 'LovelieChub', 'AdorableDimples', 'AlexKenmore', 'RatonNonLaveur', 'Sailem', 'Blues420', 'yekithma', 'CrypticMinded', 'Lucrezia87', 'Ismene_Jane', 'Knyaz_Nikolai', 'iwanttofly', 'Wingschester7', 'ElrondsScribe', 'GDay_Yall', 'dungeoncruller', 'MaronnSant']"
4834751,Изгиб твоих губ перепишет историю,['rose_rose (Escargot)'],Explicit,M/M,"Les Misérables - All Media Types, Les Misérables (2012), Les Misérables - Schönberg/Boublil",Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean",,Русский,2015-09-20,Completed,2015-09-20,"14,762",6/6,3,81,9,"1,113","['Halaya', 'Yasechkaaa', 'Uuuhshiny', 'sanguisorba', 'wekhl', 'Shavambaku', 'Sth_Kind', 'Oldkaktus', 'Kareomi', 'Louricas', 'strayket', 'ignoreland', 'Lika_Presvetlaya', 'Celebnor', 'DeValois', 'ranita', 'nadinsmith', 'UruruOreSama', 'Djoker_v_kolode', 'Elijah_BB', 'Caught_in_crossfire', 'Kseniawolf', 'zhiraff', 'Legenda13', 'Dena_Greywords', 'lieutenant_hatshepsut', 'Wolf_Charm', 'Regis']"
4826831,Противостояние,['rose_rose (Escargot)'],Mature,M/M,"Les Misérables - All Media Types, Les Misérables (2012)",Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean",,Русский,2015-09-19,Completed,2015-09-19,"7,833",3/3,2,44,3,573,"['Yasechkaaa', 'wekhl', 'strayket', 'notthesnake', 'Book_spirit', 'DeValois', 'ranita', 'just_captain_di', 'nadinsmith', 'Batsy_Hart', 'UruruOreSama', 'Faust226', 'zhiraff', 'Sailem', 'Ray_S', 'Wolf_Charm', 'Regis']"
4826126,The Light of a Candle,['Esteliel'],Mature,M/M,Les Misérables - Victor Hugo,Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean","Undressing, Muscles, Body Worship, First Time Blow Jobs, Established Relationship, Alternate Universe - Javert Survives",English,2015-09-19,Completed,2015-09-19,"1,537",1/1,15,195,15,"2,648","['FauNina', 'AshflameTheWaffle', 'rainbowfishking', 'PoemAboutCitylights', 'thecuckoointhedephtsofthewoods', 'Magnomast', 'pazFauxster', 'M_Moonshade', 'BlueCatWriter', 'AkakyK', 'Captain_Chomp69', 'Loramir', 'TheArmedLibrarian', 'lilacwitch', 'Amphibious_Sniper', 'burning_hubris', 'Yanalla', 'AlexKenmore', 'Lucrezia87', 'delusion_incarnate', 'deviltakethehindmost', 'kanpohongchendeC', 'Ismene_Jane', 'GreenOctopus', 'AdorableDimples', 'RaRaAhAhAh', 'TattooedFanPerson', 'confusedsheep', 'Taro_Tea', 'aprofessorbhaer', 'darrus', 'josoutofit', 'exastris_scientia', 'Gwebster', 'PotterArt', 'trufield', 'DisagreeableKiwi', 'Yondi', 'Pretentious_Procrastinator', 'Terra_of_Roshar', 'bluespring864', 'myshipsareme', 'Nettleheart', 'magnificent', 'cybermanolo', 'multishippingftw', 'Luxferas', 'The_End_of_the_Chase', 'eternalscouthoney', 'Shenno']"
4806140,Bleeding Out,['Sir_Bedevere'],Teen And Up Audiences,M/M,"Les Misérables - Schönberg/Boublil, Les Misérables - Victor Hugo","Enjolras/Grantaire, Javert/Jean Valjean","Grantaire (Les Misérables), Javert (Les Misérables), Enjolras (Les Misérables), Jean Valjean",Unrequited,English,2015-09-15,Completed,2015-09-15,"2,149",1/1,15,169,9,"1,499","['AshflameTheWaffle', 'Screaming_Fizzgig', 'thecuckoointhedephtsofthewoods', 'AnneLMarshall', 'Kittycatts', 'Lost_Noise', 'deyeeted', 'CuteLittleMousie', 'reynoldspamphlet', 'fanficcornerwriter19', 'jaythenerdkid', 'ExplosiveNyanko', 'WickedForGood13', 'Iamabookworm', 'yekithma', 'AlexKenmore', 'lessnearthesun', 'WandaMaximoff771', 'starburners', 'xkcdBlackHat', 'itsasteal', 'Aching_heart', 'dandelioness', 'dwellin', 'Ixis', 'Etheostoma', 'AMultiFandomed1', 'Fragiledewdrop', 'kiyusa', 'WarHammerKlavier', 'shippityshipship', 'AngelicSigils', 'littlemsterious', 'HollowRosewood', 'bluespring864', 'Crocodinkle', 'Mere_de_Mer', 'Blubule', 'TiktaalikRoseae', 'SeekingSelador', 'permit_it', 'Waistcoat35', 'coladabookmarks', 'TheYoungestGorgons', 'idek0438', 'ToRevoluti0n', 'ITSJUSTICE', 'feralis', 'icarus_chained', 'roseclare0000']"
4773566,Снова и снова,['rose_rose (Escargot)'],General Audiences,M/M,"Les Misérables - All Media Types, Les Misérables (2012)",Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean, Fantine (Les Misérables), Enjolras (Les Misérables), Gavroche Thénardier",,Русский,2015-09-11,Completed,2015-09-11,"9,003",1/1,1,58,4,619,"['Yasechkaaa', 'wekhl', 'tacccja', 'middaynaps', 'strayket', 'Book_spirit', 'Elin_de_Lis', 'Lika_Presvetlaya', 'halfpastsix', 'BlockadeBilly', 'DeValois', 'ellistired', 'nadinsmith', 'Batsy_Hart', 'Legenda13', 'zhiraff', 'Katbelle', 'Johnatan_Weiner', 'Regis']"
4748726,"Любовь, хлеб, наручники",['rose_rose (Escargot)'],Mature,M/M,Les Misérables - All Media Types,Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean",Fluff and Crack,Русский,2015-09-07,Completed,2015-09-07,"2,653",1/1,4,32,3,456,"['Yasechkaaa', 'strayket', 'DeValois', 'just_captain_di', 'nadinsmith', 'Batsy_Hart', 'UruruOreSama', 'znerol', 'zhiraff', 'Sailem', 'Ravenna44', 'Regis']"
4721330,"Elementary, my dear Enjolras!",['they_hear_the_music'],Teen And Up Audiences,"M/M, F/M",Les Misérables - All Media Types,"Enjolras/Grantaire, Minor or Background Relationship(s), Combeferre/Courfeyrac, Cosette Fauchelevent/Marius Pontmercy, Javert/Jean Valjean","Enjolras (Les Misérables), Grantaire (Les Misérables), Courfeyrac (Les Misérables), Combeferre (Les Misérables), Marius Pontmercy, Javert (Les Misérables), Félix Tholomyès, Éponine Thénardier, Cosette Fauchelevent","Alternate Universe - Modern Setting, very loose Sherlock Holmes AU, Grantaire is a little shit who solves mysteries, Enjolras has been pining since forever, Disabled Character, Nonbinary Character, Crime, Established Friendship, Sort of at least, Fluff, taggs will probably be added",English,2015-09-03,Updated,2015-09-07,"6,348",2/?,7,85,7,914,"['rlyvwnrpjwlydrnehh', 'Shinestar2375', 'EmlenEve', 'starkissedfire', 'Apathetic_Alacrity', 'Katarynka', 'grvntvire', 'asusefulasair', 'fellowshipofthegay', 'DwellonDreams', '2B_or_not_2B', 'mervp', 'iiixxx', 'kmseay', 'WabbitWanderer95', 'Celen', 'Planetefantome', 'salamandererg', 'WhatsSheCalled', 'willowphantom', 'villeforts', 'ella1673', 'ShippingEverything', 'LesMisgayrables', 'nemor', 'Pure_Imagination96', 'madi22', 'Dancinginthedark', 'zebraSpybot', 'whatwasoncesilver', 'irnadbfas', 'ThirdEyeDragon', 'prinzsorgenfrei', 'catgeyamas']"
4696244,When It All Changed,['Rulerofthefakeempire'],Not Rated,M/M,"Les Misérables - All Media Types, Les Misérables (2012)","Enjolras/Grantaire, Javert/Jean Valjean","Grantaire (Les Misérables), Enjolras (Les Misérables), Courfeyrac (Les Misérables), Gavroche Thénardier, Javert (Les Misérables)","Living Together, Alternate Universe - Modern Setting, Cook Grantaire, Waiter Enjolras",English,2015-08-31,Completed,2015-08-31,"4,177",1/1,3,154,11,"2,267","['AbelianGrape', 'Arebell', 'forcryingoutbat', 'Lewdllama', 'ExplosiveNyanko', 'Pinky81851', 'littlemsterious', 'Iamabookworm', 'sunflowergwil', 'AliceGrace', 'alittlebitoflove', 'Barnestol', 'cholerka', 'starkissedfire', 'fromkansaswithlove', 'idesiretoforgetlife', 'AlegoCarmadein', 'MiddlingTheBest', 'dreamagain', 'EspejoNight28738', 'musicals_nerd', 'Phantom_of_the_Claw', 'permit_it', 'impish', 'coladabookmarks', 'the_sky_is_forever', 'blackcricket', 'ToRevoluti0n', 'Toraqa', 'hexagons', 'LittleHandGrenade', 'LyndseyKiwi', 'BookOfFairyTales', 'thunderfcknroad', 'starry_alien', 'Blackananas', 'movielover55', 'Pretty_Lame', 'Lori_21', 'cryingoverboats', 'roman2candle', 'apollomuses', 'umbreons', 'christinedieae', 'MegRod', 'fluentisona', 'ruilian', 'Ceewelsh', 'siojo', 'Adlersong']"
4677293,In These Arms,['DarkSky_Woman'],Mature,M/M,Les Misérables (2012),Javert/Jean Valjean,"Javert (Crowe), Jean Valjean (Jackman)","One Shot, I love these two together, Established Relationship, Romance, Alternate Universe - Javert Survives, Fluff, My first fic, could be better, should be longer",English,2015-08-29,Completed,2015-08-29,304,1/1,1,78,5,"1,104","['AshflameTheWaffle', 'thecuckoointhedephtsofthewoods', 'aftershocked', 'Nabrah87', 'Akanague', 'JMoriartyFan_Death13', 'CaptainIris3000', 'AlexKenmore', 'GreenOctopus', 'Puggod21', 'GDay_Yall', 'book_luver', 'SiiQii', 'cubankilljoy', 'TheReclusiveStoryDreamer', 'multishippingftw', 'TiktaalikRoseae', 'RedGeneral', 'Waistcoat35', 'ITSJUSTICE', 'roseclare0000', 'UruruOreSama', 'MagicFish', 'BlueKath', 'movielover55', 'Sorda', 'GoldenEye', 'Merlins_Daughter', 'searchingforserendipity', 'christinedieae', 'Adlersong', 'PunsBulletsAndPointyThings', 'YariChan', 'TheShadierTwin', 'QtyBondGirl24', 'therainbowbandit', 'osgiliath', 'Alhena_Kaus']"
4667031,All Stars Burn and Fade,['therainbowbandit'],General Audiences,M/M,"Les Misérables (2012), Les Misérables - All Media Types",Javert/Jean Valjean,"Javert (Les Misérables), Javert (Crowe), Jean Valjean, Jean Valjean (Jackman)","Angst, Alternate Ending, although things turn out much the same way, barricade fic, One Shot",English,2015-08-27,Completed,2015-08-27,"1,382",1/1,3,38,5,654,"['AlphaZeD', 'BunnyFlowerSkies', 'Lost_Noise', 'xkcdBlackHat', 'cubankilljoy', 'Arvit', 'Toraqa', 'UruruOreSama', 'NahaFlowers', 'movielover55', 'berserkdistortion', 'christinedieae', 'TheShadierTwin', 'QtyBondGirl24', 'DarkSky_Woman', 'osgiliath']"
4631253,У кого что болит,['Regis'],Teen And Up Audiences,M/M,Les Misérables - All Media Types,Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean","Madeleine Era, Humor, Перевод на русский | Translation in Russian, Innuendo",Русский,2014-04-30,Completed,2014-04-30,451,1/1,null,48,2,344,"['Yasechkaaa', 'Uuuhshiny', 'majerdom', 'wekhl', 'Oldkaktus', 'Blues420', 'Kareomi', 'strayket', 'DeValois', 'ranita', 'Batsy_Hart', 'UruruOreSama', 'znerol', 'yzarga', 'Sailem', 'onc', 'Wolf_Charm', 'MadMoro']"
4630422,You,['Sir_Bedevere'],Teen And Up Audiences,M/M,"Les Misérables - Victor Hugo, Les Misérables - Schönberg/Boublil",Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean","Alternate Universe - Javert Survives, Slow Burn",English,2015-08-22,Completed,2015-08-22,"2,057",1/1,29,334,58,"3,142","['catlilli', 'AshflameTheWaffle', 'AutumnGhostOnASwing', 'yasasugata', 'A_Wild_Imposter', 'PoemAboutCitylights', 'AnneLMarshall', 'thecuckoointhedephtsofthewoods', 'luvisluv', 'small_blue_owl', 'AMultiFandomed1', 'FoxOwl2005', 'Akanague', 'wickedthing', 'TooCool4u', 'FandomTrashcan', 'AdriVoid', 'Lost_Noise', '07876', 'f0xh0und', 'AkakyK', 'TrashPidgeon', 'sworn_sword', 'HelloChocoPie', 'RJsAlpacaParka', 'Kaylaloveed', 'gaudete', 'Lannyg4', 'Klyaksa', 'burning_hubris', 'chaoticgoodcryptid', 'ExplosiveNyanko', 'cherhub', 'thehollowones', 'cynnn_ic', 'acluelessfan', 'WickedForGood13', 'Aria_the_Cat', 'Verin2000', 'garconfurieux', 'LovelieChub', 'AlexKenmore', 'deviltakethehindmost', 'GayOsprey', 'Countess_Hargreaves', 'Beth_On_Here', 'kanpohongchendeC', 'JiMoriartea', 'enjxlras', 'Wingschester7']"
4610388,Друг душевный,['Joringhel'],Not Rated,"Gen, M/M","Les Misérables - All Media Types, Les Misérables - Victor Hugo",Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean",Soulmate-Identifying Marks,Русский,2015-08-19,Completed,2015-08-19,"2,408",1/1,4,69,5,524,"['Ekevka', 'tsepesh', 'sosooley', 'Yasechkaaa', 'wekhl', 'Sth_Kind', 'tttovarich', 'yousufy', 'Lily_Smith', 'trigonum', 'Charliesseagrave', 'strayket', 'Shenno', 'perikrone', 'Lerry_Hazel', 'DeValois', 'nadinsmith', 'Batsy_Hart', 'UruruOreSama', 'Monsun', 'Odra_Drien', 'Legenda13', 'yzarga', 'Sailem', 'kreszentia_bose', 'GreenElk', 'LamiraMetius', 'Wolf_Charm', 'Molly_Proudfoot', 'MadMoro', 'Regis']"
4560648,holy is the sound,['carnival_papers'],Explicit,M/M,"Les Misérables - All Media Types, Les Misérables - Victor Hugo",Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean","Religion Kink, Biblical References, Oral Sex, Established Relationship",English,2015-08-12,Completed,2015-08-12,"4,215",1/1,11,230,32,"2,218","['thesentimentalist', 'WillowQuill', 'PoemAboutCitylights', 'thecuckoointhedephtsofthewoods', 'shhhhthisdoesnotexist', 'Magnomast', 'lilacwitch', 'kanpohongchendeC', 'TheVoodooBabe', 'AkakyK', 'besame', 'TrashPidgeon', 'deathbywikipedia', 'AwkwardAnnie', 'TheArmedLibrarian', 'believeinmycroft', 'Augety_Whisper', 'AlexKenmore', 'jaythenerdkid', 'griffonage', 'LadySybille', 'hostilegay', 'Captured_in_LSpace', 'Amphibious_Sniper', 'cynnn_ic', 'AdorableDimples', 'Xythia', 'AssilPhantom', 'Lucrezia87', 'MonsterBoyf', 'Ismene_Jane', 'yourlittlebird', 'Knyaz_Nikolai', 'Etheostoma', 'Wingschester7', 'alaynestoneheart', 'HeartsomeHarpsichord', 'JayzleG_4', 'Froggiespit', 'dwellin', 'MaronnSant', 'goatsongs', 'Reichenbachstag', 'AthenaGM', 'wouldsircouldsirshouldsir', 'ruins', 'StairwellWit', 'exastris_scientia', 'InfiniteCrisis', 'Imaginary_Capable16']"
4546914,this should be yours and mine,['icicaille'],Explicit,M/M,Les Misérables - All Media Types,Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean","Alternate Universe - Modern Setting, Baseball, Oral Sex, Shower Sex, Semi-Public Sex, Established Relationship",English,2015-08-11,Completed,2015-08-11,"3,262",1/1,9,168,14,"1,874","['thecuckoointhedephtsofthewoods', 'AshflameTheWaffle', 'rainbowfishking', 'Magnomast', 'AkakyK', 'ThirteenFate', 'amituvia', 'fanficcornerwriter19', 'GoT_boss', 'ExplosiveNyanko', 'Bitch_Im_A_Spider', 'cynnn_ic', 'LadySybille', 'nebuleia', 'Lucrezia87', 'deviltakethehindmost', 'Ismene_Jane', 'Semper_Julia', 'HeartsomeHarpsichord', 'dwellin', 'sarcasm_and_suicidal_thoughts', 'book_luver', 'Etheostoma', 'Raveniant', 'tfwlawyers', 'exastris_scientia', 'incessantswan', 'jcrycolr3wradc', 'Shynarcissist', 'JimmJin', 'ineedsomecyanide', 'Ias', 'HoneyB19', 'vorpal_platypus', 'Nuizlaziai', 'Warrior_Moustache', 'TheLifeOfEmm', 'allthegardens', 'zergali', 'FrostFire82', 'didsomebodysay', 'inarmitage', 'kiyusa', 'readergrl56', 'Pretentious_Procrastinator', 'akatonbo', 'bryns', 'SerpentineJ', 'potatosexual', 'ToRevoluti0n']"
4546791,The Forlorn,"['cruisedirector', 'Dementordelta']",Explicit,M/M,"Les Misérables - All Media Types, Les Misérables (2012), Les Misérables - Schönberg/Boublil, Les Misérables - Victor Hugo",Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean, Fantine (Les Misérables), Cosette Fauchelevent, Original Characters, Marius Pontmercy, Enjolras (Les Misérables), Sister Simplice (Les Misérables), Toussaint (Les Misérables)","Alternate Universe - Modern Setting, Alternate Universe - Actors, Enemies to Friends to Lovers, Javert's Confused Boner, Bad Flirting, Television, Acting, Gossip, Fame, Costumes, Distrust, Secrets, Past, Explicit Language, Prison, Sports, Starting Over, Dinner, Awkward Dates, Children, Baseball, Astronomy, Libraries, Kissing, Coming Out, Slurs, Zoo, Animals, Fan Characters, Masturbation, Publicity, Oral Sex, Awkward Blow Jobs, Fucking, Lube, Pillow Talk, Falling In Love, Confessions, Moving In Together, Rumors, Closeted Character, Celebrities, Custody Arrangements, Homophobia, Homophobic Language, Twitter, Social Media, Invasion of Privacy, Hiding, Nuns, Churches & Cathedrals, Apologies, Politics, Families of Choice, Eventual Happy Ending",English,2015-08-11,Completed,2015-10-03,"58,168",10/10,64,322,51,"5,732","['Faceball_95', 'MoonyJulian', 'AlphaWolf914', 'nutiae', 'tingding', 'StressedStark', 'trekst3r', 'Captain_Chomp69', 'liveonanon', 'Magnomast', 'HelloChocoPie', 'CharlesAndCo', 'wawamuun', 'Nyssa_v2', 'SilverWolfPup', 'ExplosiveNyanko', 'Kaylaloveed', 'fanficcornerwriter19', 'sourcherryjuice', 'Lewdllama', 'Amphibious_Sniper', 'kanpohongchendeC', 'yekithma', 'AdorableDimples', 'a1exfuckinrousseau', 'GreenOctopus', 'Lucrezia87', 'Ismene_Jane', 'ronniekins99', 'ThePoetQueen', 'Knyaz_Nikolai', 'OMGITSNIMUE', 'Aerosheep', 'Cymbidia', 'sfumatosoup', 'alaynestoneheart', 'MaronnSant', 'fElBiTeR', 'PokedotPokedot', 'charliesevenseas', 'IssLight1490', 'nymeriasea', 'jcrycolr3wradc', 'javert_is_my_poor_repressed_son', 'Pericardiaca', 'Yondi', 'Masterofthebarricade', 'Erizu', 'PinkAndroid', 'MoonyDanny']"
4546047,What a delight this strangling is!,['Esteliel'],Explicit,M/M,Les Misérables - Victor Hugo,Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean","Breathplay, Hand Jobs, Javert's Conflicted Boner, Alternate Universe - Javert Survives, Established Relationship",English,2015-08-11,Completed,2015-08-11,"3,705",1/1,5,107,11,"1,972","['AshflameTheWaffle', 'Music_is_life_2788', 'AMultiFandomed1', 'BlueCatWriter', 'Magnomast', 'lilacwitch', 'burning_hubris', 'Yanalla', 'AdorableDimples', 'Knyaz_Nikolai', 'Venus1987', 'MaronnSant', 'exastris_scientia', 'Imaginary_Capable16', 'Ias', 'Terra_of_Roshar', 'Emmy_S', 'myshipsareme', 'KnightofGwyn', 'rogue_goose', 'JustPaulInHere', 'CeruleanTactician', 'kijikun', 'TheLifeOfEmm', 'SerpentineJ', 'Aruccio', 'foxpuppet', 'TheStarlightMistress', 'AzrielWinchester', 'cobblestoner', 'gooeysoup', 'roseclare0000', 'moon01234', 'doop_doop', 'RedThePear', 'nyromes', 'tailor31415', 'Wolf_Charm', 'whatidontunderstand', 'hapaxlegomena', 'the_dragongirl', 'Gyn_Blaise', 'neo_trickster', 'christinedieae', 'Adlersong', 'Lilith_the_ancient', 'AmberlyEldin', 'lameassmadeupmaidenname', 'icicaille', 'Unionjackbrolly']"
4532355,A Reflection of Starlight,['AutumnGracy'],Teen And Up Audiences,M/M,"Les Misérables - Victor Hugo, Les Misérables - All Media Types",Javert/Jean Valjean,"Jean Valjean, Javert, Cosette, Marius, Henri Gisquet, M. Thénardier, Azelma Thénardier, Montparnasse (Les Misérables), Original Characters","Fix-It, Post-Seine, Suicide Attempt, Ensemble Cast, Canon Era, Hurt/Comfort, POV Alternating, Post-Traumatic Stress Disorder - PTSD, Platonic Romance, Work In Progress, Implied/Referenced Child Abuse, Asexuality, Demiromantic, Romani Javert, Friends to Lovers, Slow Burn, Fluff and Angst, Historical Accuracy, No Smut, Broken People Helping Each Other, Found Family, Alternate Universe - Canon Divergence",English,2015-08-09,Updated,2018-11-12,"379,090",67/?,"2,696","2,472",451,"79,616","['PerpetuallyChaotic', 'nox0707', 'Silent_Noise', 'The5Storm', 'A_Wild_Imposter', 'maverickice', 'Laurie_Lale', 'clothmothersupremacy', 'Rina_B', 'Blueberry642', 'yellowishdinosaur', 'AshflameTheWaffle', 'Qiyue_0428', 'Qing_Jiu', 'AMultiFandomed1', 'Artemis_Holmes', 'lululunamoon', 'lorax1199', 'HeartbreakTerrorBird', 'bafi', 'chubbytransboi', 'Achancetofly', 'gothicdagger', 'fakeophelia', 'SpaghettiSoul', 'someplacelikebolivia', 'Pasiphae_0', 'fullmoonisle', 'Cloudystorm', 'piedpiper', 'LiaoXiangChris', 'necropyromancer', 'Wonderjam', 'bran4ever', 'mourninglory', 'Lyria_SongofDeath', 'Schabik', 'MsDizzyDahlia', 'scharli1827', 'Whoreifying', 'Maybe_a_candle', 'beanbags', 'Ysad', 'MoonSheep001', 'A_PersonIntheWorld', 'YIrene', 'deyeeted', 'Reyeleye34', 'TheStanleyParableEnjoyer', 'pq_stars11']"
