work_id,title,author,rating,category,fandom,relationship,character,additional tags,language,published,status,status date,words,chapters,comments,kudos,bookmarks,hits
24224353,Par(ad)is(e) PD,['anna_chronistic'],Teen And Up Audiences,Gen,"Les Misérables - All Media Types, Les Misérables - Schönberg/Boublil, Les Misérables - Victor Hugo, Les Misérables (2012), Les Misérables (TV 2018)","Javert/Jean Valjean, Javert & Jean Valjean","Javert (Les Misérables), Jean Valjean, Rivette (Les Misérables), Cosette Fauchelevent, Chabouillet (Les Misérables), Mabeuf (Les Misérables)","Alternate Universe - Modern Setting, Post-Seine, Quarantine, Twitter, This Is STUPID, Paradise PD - Freeform, uncalled for references, i like the show paradise pd and you're gonna hear about it, no betas we die like men, i don't know how to end these things",English,5/28/20,Completed,5/28/20,"2,150",1-Jan,1,48,3,654
24218011,Not a Grise,['schwutthing'],Mature,M/M,"Les Misérables (2012), Les Misérables - All Media Types","Javert/Jean Valjean, Javert & Original Character(s)","Javert (Les Misérables), Jean Valjean, Cosette Fauchelevent, Marius Pontmercy","Backstory, Post-Seine, Past Relationship(s), Angst, Slow Burn, Emotional Baggage, Religious Imagery & Symbolism, Animal Metaphors, Extended Metaphors, Javert and Valjean have a lot of issues, Implied/Referenced Suicide, Post-Canon Fix-It, a dash of, Pre-Toulon-era, Madeleine Era, Death from Old Age",English,5/16/20,Completed,5/14/21,"52,715",15/15,66,148,15,"3,312"
24197626,Архангел,['lumosik'],Teen And Up Audiences,M/M,"Les Misérables - All Media Types, Les Misérables - Victor Hugo, Les Misérables (2012)",Javert/Jean Valjean,,Drama,Русский,5/15/20,Completed,5/15/20,"1,817",1-Jan,null,9,null,97
24189004,How like the nettle are so many men,['howbadcanmyficsbe'],Teen And Up Audiences,M/M,"Les Misérables - All Media Types, Les Misérables - Victor Hugo",Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean","Post-Seine, Hanahaki Disease, Mutual Pining, Hurt/Comfort",English,5/14/20,Completed,5/14/20,"12,245",2-Feb,19,245,36,"2,534"
24081793,The Philanthropist's New Clothes,['Kaleran'],Explicit,M/M,Les Misérables - Schönberg/Boublil,Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean","Frottage, Javert has a Thing for Valjean's thighs, Declarations Of Love, Service Top Javert, Valjean has a small dick, and that's okay, Strength Kink, probably, this is just really soft and gay, chubby Valjean, how did I nearly forget that",English,5/8/20,Completed,5/8/20,"11,010",1-Jan,16,117,17,"1,505"
24081271,was just another way to scream your name,['Shenno'],Teen And Up Audiences,M/M,"Les Misérables - All Media Types, Les Misérables - Victor Hugo, Les Misérables - Schönberg/Boublil",Javert/Jean Valjean,Javert (Les Misérables),"Javert's Confused Boner, Montreuil-sur-Mer, Javert Knows Nothing of Himself, (it's not even boner in word as much as in spirit because Javert is too dumb), Javert is dumb gay and repressed nothing new",English,5/8/20,Completed,5/8/20,730,1-Jan,11,77,5,593
24034138,La Liberté,"['birdafterdark', 'wickedlyklaining']",Teen And Up Audiences,M/M,Les Misérables - All Media Types,"Enjolras/Grantaire (Les Misérables), Javert/Jean Valjean","Enjolras (Les Misérables), Grantaire (Les Misérables), Les Amis de l'ABC, Joly (Les Misérables), Éponine Thénardier, Mabeuf (Les Misérables), Père Fauchelevent (Les Misérables), Javert (Les Misérables), Jean Valjean","Slow Burn, Pining, Enemies to Friends to Lovers, Alternate Universe - College/University, Alternate Universe - Coffee Shops & Cafés",English,5/6/20,Completed,5/6/20,"9,498",9-Sep,3,61,6,"1,033"
24023710,Blanket Fort,['Homebound_Stranger'],General Audiences,M/M,"Les Misérables - All Media Types, Les Misérables - Victor Hugo",Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean","Pets, Pillow & Blanket Forts, Fluff, Feel-good",English,5/5/20,Completed,5/5/20,18,1-Jan,3,40,null,415
24016987,Dear Beast Unbeastly,['Solshine'],General Audiences,M/M,"Les Misérables - Victor Hugo, Les Misérables - All Media Types",Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean, Cosette Fauchelevent","Alternate Universe - Fairy Tale, Monsters, Transformation, Illustrated, monster Valjean, monster hunter Javert, a little bit beauty and the beast a little bit tam lin, mentions of animal death (livestock and horses)",English,5/5/20,Completed,5/5/20,"5,770",1-Jan,14,150,28,895
24013609,The Lark and Her Lieutenants,"['iberiandoctor (jehane)', 'ThebanSacredBand']",General Audiences,"F/M, M/M",Les Misérables - Victor Hugo,"Cosette Fauchelevent & Jean Valjean, Cosette Fauchelevent/Marius Pontmercy, Enjolras/Grantaire (Les Misérables), Javert/Jean Valjean","Cosette Fauchelevent, Jean Valjean, Marius Pontmercy, Courfeyrac (Les Misérables), Enjolras (Les Misérables), Grantaire (Les Misérables), Javert (Les Misérables), Gavroche Thénardier, Les Amis de l'ABC, Luc-Esprit Gillenormand, Combeferre (Les Misérables)","Alternate Universe - Canon Divergence, Alternate Universe - Role Reversal, Canon Era, Feminist Ideology, Alternate Universe - Everyone Lives/Nobody Dies",English,5/5/20,Completed,6/4/20,"18,585",9-Sep,54,219,23,"1,857"
24010966,Ballad of the Boulonnais,['bazemayonnaise'],General Audiences,"Gen, M/M",Les Misérables - All Media Types,"Javert & Jean Valjean, Javert/Jean Valjean",,"Post-Seine, Angst with a Happy Ending, speedrunning the post-seine feels, Horse pov, Additional Warnings In Author's Note",English,5/4/20,Completed,5/4/20,"4,207",1-Jan,5,85,7,532
23914504,Bridges and Rivers,['thejokerghost'],Teen And Up Audiences,"F/M, M/M, Gen",Les Misérables - All Media Types,"Cosette Fauchelevent/Marius Pontmercy, Javert/Jean Valjean (mentioned), Enjolras/Grantaire (mentioned)","Cosette Fauchelevent, Marius Pontmercy, Grantaire (Les Misérables), Enjolras (Les Misérables), Jean Valjean, Javert (Les Misérables)","Alternate Universe - Modern Setting, Childhood Trauma, Suicide, Past Character Death",English,4/30/20,Completed,4/30/20,"1,250",1-Jan,2,44,1,642
23861701,All That is Good and Green,['Catallii'],Teen And Up Audiences,M/M,"Les Misérables - All Media Types, Les Misérables - Victor Hugo, Les Misérables - Schönberg/Boublil",Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean, Cosette Fauchelevent","Javert Lives, Enemies to Lovers, ... but like in a fun way, Fluff, Fix-It",English,4/26/20,Updated,6/26/20,"11,139",5-Mar,23,235,15,"1,804"
23809807,The Art of Seeing,['m_madeleine'],Mature,M/M,"Les Misérables - All Media Types, Les Misérables - Victor Hugo",Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean","Alternate Universe - Javert Survives, Post-Seine, artist Javert, Drawing, Pining, First Kiss, Masturbation, Light Angst, Friends to Lovers",English,4/27/20,Completed,4/30/20,"6,297",2-Feb,22,195,29,"1,717"
23667730,The amis of the abc and their annoying ass friends and a cop can be found here,['Icarus_Flew'],Teen And Up Audiences,"F/F, F/M, M/M",Les Misérables - All Media Types,"Enjolras/Grantaire (Les Misérables), Cosette Fauchelevent/Marius Pontmercy, Cosette Fauchelevent/Éponine Thénardier, Cosette Fauchelevent/Marius Pontmercy/Éponine Thénardier, Cosette Fauchelevent & Jean Valjean, Javert/Jean Valjean","Enjolras (Les Misérables), Jean ""Jehan"" Prouvaire, Jean Valjean, Grantaire (Les Misérables), Grantaire's Cats (Les Misérables), Les Amis de l'ABC, Feuilly (Les Misérables), Bahorel (Les Misérables), Courfeyrac (Les Misérables), Combeferre (Les Misérables), Gavroche Thénardier, Azelma Thénardier, Javert (Les Misérables), Javert's Horse (Gymont)","Fluff, Fluff and Angst, Mythology References, icarus - Freeform, Angst, Enjolras Was A Charming Young Man Who Was Capable Of Being Terrible, Pining Enjolras, Enjolras Has Feelings, Badass Cosette, Child Cosette",English,4/15/20,Updated,4/15/20,415,1/?,null,5,null,169
23600494,delilah,['Ias'],Teen And Up Audiences,M/M,Les Misérables - All Media Types,Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean, Cosette Fauchelevent","Guilt, Post-Seine, Religious Imagery & Symbolism, Mental Breakdown",English,4/11/20,Completed,4/11/20,"8,554",3-Mar,21,115,28,"1,383"
23599213,"The Words You Chose, The Way You Write",['akatonbo'],Teen And Up Audiences,M/M,"Les Misérables - Victor Hugo, Les Misérables - All Media Types",Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean","Post-Seine, Epistolary, First Kiss",English,4/11/20,Completed,4/11/20,"2,495",7-Jul,25,137,13,905
23595868,The Watchdog's Chain,['Esteliel'],Explicit,M/M,Les Misérables (TV 2018),Javert/Jean Valjean,"Javert (Oyelowo), Jean Valjean (West)","Kidnapping, Unconscious Sex, Cock & Ball Torture, Humiliation, Stockholm Syndrome, Mindbreak, Humbler, Nipple Piercings, Prostate Milking, Cock Cages, Orgasm Denial, Captivity, Paris Era, BDSM, Loss of Virginity, Leashes",English,4/19/20,Completed,4/19/20,"15,347",4-Apr,10,182,26,"7,444"
23594782,Les animaux sont dans l’homme,['TheLifeOfEmm'],Mature,M/M,Les Misérables - Victor Hugo,Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean, Original Daemon Character(s)","Alternate Universe - Daemons, Suicide Attempt, Javert Lives, Post-Seine, Valjean has PTSD, Angst and Hurt/Comfort, Enemies to Lovers, Blindfolds, Too many falconry metaphors, Daemon Touching, Kissing, POV Alternating, The daemons are the only one with any sense, Time Skips",English,4/11/20,Completed,4/11/20,"15,578",5-May,27,221,48,"1,986"
23509876,Javert amoureux,['LadySybille'],Mature,M/M,"Les Misérables - All Media Types, Les Misérables - Victor Hugo",Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean, Luc-Esprit Gillenormand, Marius Pontmercy, Cosette Fauchelevent, Chabouillet (Les Misérables)","Love, Fluff and Smut, Secret Relationship, Post-Seine",Français,4/6/20,Completed,6/17/20,"24,284",13/13,42,49,null,592
23480473,Sweet Silent Thoughts,['schwutthing'],Explicit,M/M,"Les Misérables - All Media Types, Les Misérables (2012)","Javert/Jean Valjean, Javert & Gymont","Javert (Les Misérables), Javert's Horse (Gymont), Jean Valjean, Tea - Character","Dubious Consent Due To Identity Issues, Plot What Plot/Porn Without Plot, Montreuil-sur-Mer, Madeleine Era, Fluff and Angst, Not A Fix-It, probably a Break-It, Sexual Tension, Identity Porn, there is a lot of tea, it is not calming, also sugar, Eventual Smut",English,4/4/20,Completed,6/13/20,"11,504",13/13,54,177,19,"2,614"
23446198,"Exit, Pursued by a Bear",['schwutthing'],Explicit,M/M,"Les Misérables (2012), Les Misérables - All Media Types","Javert/Jean Valjean, Javert & Jean Valjean, Javert & Original Character(s)","Javert (Les Misérables), Jean Valjean","Toulon Era, Montreuil-sur-Mer, Madeleine Era, Dubious Consent, Dubious Ethics, Dubious Consent Due To Identity Issues, Angst, Religious Imagery & Symbolism, Slow Burn, Roleplay, by which I mean Valjean is permanently roleplaying, we'll all suffer the consequences, Identity Porn, also other porn but we will get to that eventually, Not A Fix-It",English,4/2/20,Completed,5/16/20,"30,377",7-Jul,28,145,13,"2,954"
23357401,what a yarn,['Readaholics_Anonymous'],Teen And Up Audiences,M/M,Les Misérables - All Media Types,Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean","Ancient Greece, minotaur au, Alternate Universe - Mythology",English,3/28/20,Updated,3/28/20,0,2-Jan,15,100,5,696
23307262,The goal short of the reach,['Solshine'],General Audiences,M/M,"Les Misérables - Schönberg/Boublil, Les Misérables - All Media Types",Javert/Jean Valjean,"Jean Valjean, Javert (Les Misérables)","old men having human emotions in the street like common whores, lots of trembling and repression, painfully reluctant frank discussions of feelings, Fix-It, middle aged French virgins who can't say the word love, Angsty Schmoop, Incredibly Self-Indulgent, First Kiss",English,3/25/20,Completed,3/25/20,"3,149",1-Jan,13,283,38,"1,754"
23294449,beneath a curious moon,['tangerine_skye'],Teen And Up Audiences,M/M,"Les Misérables - All Media Types, Les Misérables - Victor Hugo, Les Misérables - Schönberg/Boublil, Les Misérables (2012)","Javert/Jean Valjean, Javert & Jean Valjean","Javert (Les Misérables), Jean Valjean","Angst, Hurt/Comfort, First Kiss, Alternate Universe - Canon Divergence, Enemies to Lovers, Eventual Romance, Sad and Sweet, Kissing, Suicidal Thoughts, Self-Hatred, Fix-It of Sorts, Angst with a Happy Ending",English,3/24/20,Completed,3/24/20,"3,938",1-Jan,11,187,18,"1,575"
23294446,The Year 'Thirty-two,['everyonewasabird'],Teen And Up Audiences,"Gen, M/M","Les Misérables - All Media Types, Les Misérables - Victor Hugo","Combeferre & Enjolras (Les Misérables), Javert/Jean Valjean, Enjolras/Grantaire (Les Misérables)","Enjolras (Les Misérables), Combeferre (Les Misérables), Grantaire (Les Misérables), Jean Valjean, Javert (Les Misérables), Les Amis de l'ABC, Éponine Thénardier, Azelma Thénardier","Alternate Universe - Reincarnation, can be read as romantic or platonic, More serious than was necessarily warranted, Hopeful Ending",English,3/24/20,Completed,3/24/20,"5,326",1-Jan,20,202,43,"1,408"
23237206,"Mirror, Mirror",['iberiandoctor (jehane)'],Mature,M/M,"Les Misérables - Victor Hugo, Les Misérables - Schönberg/Boublil",Javert/Jean Valjean,"Javert, Jean Valjean (Karimloo), Javert (Swenson), Jean Valjean","Alternate Universe - Criminals, Mirror Universe, Whump, Uniforms, Choking, Clothes Being Cut Off, Knifeplay, Dark!Valjean, Dark!Javert, Nonconned by Criminals, Post-martingale, Bondage, Crack Treated Seriously, Alternate Universe - Magic",English,3/21/20,Updated,6/11/20,"8,373",5-Feb,30,88,7,905
23224642,I would jump in with you,['howbadcanmyficsbe'],Teen And Up Audiences,M/M,Les Misérables - All Media Types,Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean","Sirens, First Kiss, Fanart",English,3/20/20,Completed,3/20/20,4,1-Jan,4,94,6,"1,186"
23224132,A Spark on Gasoline,['akatonbo'],Explicit,M/M,"Les Misérables - Victor Hugo, Les Misérables - All Media Types",Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean","Kissing, Making Out, Getting Carried Away Making Out, First Time, Hand Jobs",English,3/20/20,Completed,3/20/20,"3,105",1-Jan,3,106,9,"1,799"
23051464,犬与狼之间,['Shankspeare'],Teen And Up Audiences,M/M,Les Misérables - Victor Hugo,"Javert/Jean Valjean, Javert & Jean Valjean, Javert (Les Misérables)/Original Character(s), Enjolras/Grantaire (referenced)","Javert (Les Misérables), Jean Valjean, Eugène François Vidocq, Original Male Character(s), Grantaire (referenced), Enjolras (referenced)","No Sex, Eventual Happy Ending, casefic, Alternate Universe - Javert Survives, Eventual Javert/Jean Valjean, Sassy Javert, Competent Javert, I'm Sorry Victor Hugo, But honestly not that sorry, BAMF Javert, BAMF Jean Valjean, 中文翻译 | Translation in Chinese",中文-普通话 國語,3/7/20,Completed,2/20/22,"121,727",66/66,9,60,18,"2,732"
22961344,Unwinding,['Ias'],Teen And Up Audiences,M/M,Les Misérables - All Media Types,Javert/Jean Valjean,"Jean Valjean, Javert (Les Misérables)","Alternate Universe - Mythology, Alternate Universe - Ancient Greek Religion & Lore Fusion",English,2/29/20,Completed,3/1/20,"13,348",2-Feb,21,160,23,"1,542"
22957006,Thorns And All,['Nuizlaziai'],Teen And Up Audiences,M/M,Les Misérables - All Media Types,Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean","Scar Kissing, Established Relationship, Post-Seine, Digital Art, technically beauty and the beast au, Fanart",English,2/29/20,Completed,2/29/20,4,1-Jan,4,124,8,"1,306"
22949143,I've found love in the strangest place,['akatonbo'],Mature,M/M,"Les Misérables - Victor Hugo, Les Misérables - All Media Types",Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean","Bondage, Getting Together",English,2/29/20,Completed,2/29/20,"2,025",1-Jan,8,135,11,"1,054"
22948765,On a winter evening,['HellenHighwater'],General Audiences,M/M,Les Misérables - All Media Types,Javert/Jean Valjean,"Javert, Jean Valjean","Fanart, Snow",English,2/29/20,Completed,2/29/20,0,1-Jan,4,56,2,711
22945954,Whisper Words Forbidden,['TheLifeOfEmm'],Teen And Up Audiences,M/M,Les Misérables - Victor Hugo,Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean","Established Relationship, Post-Seine, Insecurity, Cuddling, Sharing a Bed, Banter, Fluff and Hurt/Comfort",English,2/29/20,Completed,2/29/20,"1,410",1-Jan,10,197,14,"1,525"
22944382,"Hold on, hold you",['howbadcanmyficsbe'],General Audiences,M/M,Les Misérables - All Media Types,Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean","Art, Post-Seine, Fluff",English,2/29/20,Completed,2/29/20,0,1-Jan,4,90,2,766
22912540,Neither saints nor sinners,['howbadcanmyficsbe'],Teen And Up Audiences,M/M,"Les Misérables - All Media Types, Les Misérables - Victor Hugo",Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean, Victor Hugo, Original Characters","Alternate Universe - The Good Place (TV) Fusion, Alternate Universe - Afterlife, Alternate Universe - Canon Divergence, Soulmates, Canonical Character Death, Implied/Referenced Suicide, Enemies to Friends to Lovers, Moral Dilemmas, Fake/Pretend Relationship, Mutual Pining, Living Together, Slow Burn",English,2/26/20,Updated,9/4/20,"19,565",6/?,36,127,18,"1,807"
22854256,Stay of Execution,['Jathis'],General Audiences,M/M,Les Misérables - All Media Types,Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean","Post-Seine, Javert Lives, Grumpy Old Men, Humor, Marriage",English,2/23/20,Completed,2/23/20,676,1-Jan,10,128,15,"1,062"
22778770,parle du loup,['Catallii'],Explicit,M/M,"Les Misérables - All Media Types, Les Misérables - Victor Hugo, Les Misérables (2012), Les Misérables - Schönberg/Boublil",Javert/Jean Valjean,"Jean Valjean, Javert (Les Misérables)","Foe Yay, Enemies to Lovers, ... in the span of about ten minutes, period-typical homophobia? I hardly know her!, no seriously we're ignoring that one hundred percent, no beta we die like men, Wall Sex, Hand Jobs, Javert's Confused Boner",English,2/17/20,Completed,2/17/20,"3,487",1-Jan,15,334,28,"2,488"
22752499,Your Face is (Not) a Face I Would Forget,['Kaleran'],Explicit,M/M,"Les Misérables - Victor Hugo, Les Misérables - All Media Types",Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean, Chabouillet (Les Misérables)","Cosette and Marius are there, Alternate Universe - Modern Setting, Trans Male Character, Trans Javert, back on my transvert bullshit come at me, Valjean's terrible fashion sense, Javert has prosopagnosia, Prosopagnosia, Vaginal Sex, Strength Kink, Valjean has anxiety, They both got it bad for the other it's kind of embarassing, Gym AU, Valjean's MADELEINE brand booty shorts, Javert swears a lot, Chabouillet is probably OOC but I don't care, Javert is too gay to function, Wall Sex",English,2/16/20,Completed,2/16/20,"20,019",2-Feb,20,194,19,"1,707"
22664059,[授权翻译]Let's Go Break the Law One More Time,['CNcnwww'],General Audiences,M/M,"Les Misérables - All Media Types, Les Misérables - Victor Hugo",Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean, Cosette Fauchelevent","中文翻译 | Translation in Chinese, Alternate Universe - Modern Setting, Enemies to Friends to Lovers, White Collar Crime, artist!Valjean",中文-普通话 國語,2/11/20,Completed,2/28/20,"39,961",6-Jun,8,81,19,"1,258"
22663768,[授权翻译]The Lord's Script,['CNcnwww'],Teen And Up Audiences,M/M,"Les Misérables - All Media Types, Les Misérables - Schönberg/Boublil",Javert/Jean Valjean,"Jean Valjean, Javert (Les Misérables), Cosette Fauchelevent","中文翻译 | Translation in Chinese, Alternate Universe - Soulmates, Soulmate-Identifying Marks",中文-普通话 國語,2/11/20,Completed,2/11/20,"14,581",1-Jan,9,70,9,"1,144"
22600273,Драбблы по Les Miserables,['ilera'],Teen And Up Audiences,"Gen, M/M","Les Misérables - All Media Types, Les Misérables - Victor Hugo","Javert/Jean Valjean, Javert & Jean Valjean","Javert (Les Misérables), Jean Valjean, Fresson!Javert, Quast!Javert","one chapter - one fanfic, Don't copy to another site, fandom Les Miserables 2013, Fandom Kombat 2013",Русский,7/13/13,Completed,11/5/13,886,3-Mar,null,5,null,74
22599862,Дорога в Аррас,['ilera'],General Audiences,M/M,Les Misérables - Victor Hugo,Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean, Fantine (Les Misérables)","Alternate Universe - Canon Divergence, Time Travel, or dream, kind of Life on Mars mystery, Pre-Slash, Post-Seine, Madeleine Era, Don't copy to another site, WTF Valvert 2015, WTF | Winter Temporary Fandom Kombat 2015",Русский,1/29/15,Completed,1/29/15,"7,282",1-Jan,1,22,3,109
22586209,(Dallas) Ex Machina,['iberiandoctor (jehane)'],Mature,M/M,"Les Misérables (Dallas 2014), Les Misérables (TV 2018)","Javert/Rivette (Les Misérables), Javert/Rivette/Jean Valjean, Javert/Jean Valjean","Javert (Les Misérables), Jean Valjean, Rivette (Les Misérables)","Crossover, Crossover Pairings, Ridiculous Awkwardness, Artificial Intelligence, talking about feelings, Terrible BDSM, terrible flirting, even more terrible dirty talk, Dystopia, awkward dating",English,2/21/20,Completed,2/21/20,"8,300",1-Jan,13,45,4,429
22578829,almost there,['deviltakethehindmost'],Not Rated,M/M,Les Misérables - All Media Types,Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean","Idiots in Love, Love Confessions",English,2/5/20,Completed,2/5/20,"2,264",1-Jan,5,139,10,"1,173"
22485412,i’ve been through hell in my life (but i know what heaven is),['angelica_barnes'],Teen And Up Audiences,Multi,Les Misérables - All Media Types,"Enjolras/Marius Pontmercy, Cosette Fauchelevent/Marius Pontmercy, Marius Pontmercy/Éponine Thénardier, Cosette Fauchelevent/Éponine Thénardier, Javert/Jean Valjean, Fantine/Jean Valjean","Enjolras (Les Misérables), Marius Pontmercy, Cosette Fauchelevent, Jean Valjean, Éponine Thénardier, Javert (Les Misérables), Gavroche Thénardier, The Revolutionaries (Les Mis), Fantine (Les Misérables)","Angst with a Happy Ending, Fluff and Angst, Mutual Pining, Love Confessions, Falling In Love, philosophical dicussions about death and religion and war, Marius is a sad drunk, Developing Relationship, Religious Discussion, Revolution, Forbidden Love, 5+1 Things, Unhealthy Relationships, Romantic Friendship, also i fucked with the geography a little bit, so rue plumet is now a building, not a street, and it's on the same road as the cafe, just so ya know",English,1/31/20,Completed,1/31/20,"9,357",9-Sep,3,34,6,660
22429006,and if you fall,['voidify'],Teen And Up Audiences,"Gen, M/M","Les Misérables - All Media Types, Good Omens - Neil Gaiman & Terry Pratchett, Good Omens (TV)","Aziraphale/Crowley (Good Omens), Javert/Jean Valjean","Crowley (Good Omens), Javert (Les Misérables), Jean Valjean","POV Crowley (Good Omens), Footnotes, both ship tags are in a pre-slash-with-pining way, Contemplation of Suicide, Javert Lives, Nonstandard Post-Seine, Parallels, some angst but overall a light tone, somewhat cracky",English,1/27/20,Completed,1/27/20,"1,632",1-Jan,2,141,19,833
22420354,"Petit a petit, l’oiseau fait son nid",['Ias'],Explicit,M/M,Les Misérables - All Media Types,Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean","Alternate Universe - Modern Setting, Moving In Together, Established Relationship, First Time, Domestic",English,1/26/20,Completed,1/26/20,"4,728",1-Jan,9,165,18,"2,191"
22365709,Dusk 'til dawn,['howbadcanmyficsbe'],Teen And Up Audiences,M/M,"Les Misérables - All Media Types, Les Misérables - Victor Hugo",Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean","Post-Seine, Established Relationship, Hurt/Comfort, Post-Traumatic Stress Disorder - PTSD, Nightmares, Night Terrors, Sharing a Bed",English,1/22/20,Completed,1/22/20,"3,301",1-Jan,12,182,25,"1,431"
22317457,Monsieur Madeleine,['LadySybille'],Mature,M/M,"Les Misérables - All Media Types, Les Misérables - Victor Hugo",Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean","Investigations, Fluff and Smut, Angst and Hurt/Comfort, Period-Typical Racism, Post-Seine",Français,1/19/20,Completed,3/31/20,"25,163",13/13,23,50,1,590
22312714,Ready,['Random_Soul'],Not Rated,M/M,Hamilton - Miranda,"Aaron Burr/Everyone, Alexander Hamilton/John Laurens/Gilbert du Motier Marquis de Lafayette/Hercules Mulligan, hamilsquad/Burr, Javert/Jean Valjean, Aaron Burr/Alexander Hamilton/John Laurens/Gilbert du Motier Marquis de Lafayette/Hercules Mulligan","Aaron Burr, Alexander Hamilton, John Laurens, Gilbert du Motier Marquis de Lafayette, Hercules Mulligan, Javert (Les Misérables), Jean Valjean, James Madison (Mentioned)","Coming Out, Polyamory, Misunderstandings, Hurt/Comfort, could be considered angst, Trans Aaron Burr, Poor Aaron Burr, Alternate Universe - Modern Setting, Suicidal Thoughts, Only Briefly - Freeform",English,1/19/20,Completed,1/19/20,"3,727",1-Jan,21,257,4,"3,386"
22237156,You! (And I'm Javert! 24601!),['EmeraldMacaroniArt'],General Audiences,M/M,Les Misérables - All Media Types,Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean","Art, Cuddling",English,1/13/20,Completed,1/13/20,0,1-Jan,3,33,null,892
22229995,Paindemonium!,['shadowsapiens'],Teen And Up Audiences,"Gen, M/M",Les Misérables - Victor Hugo,Javert/Jean Valjean,French Bread - Character,"Art, cursed food, Background Relationships",English,1/12/20,Completed,1/12/20,0,1-Jan,18,37,1,460
22227253,Des Barricades en Neige,['3lys3'],Teen And Up Audiences,M/M,Les Misérables - All Media Types,Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean","Established Relationship, Slight Period-Typical Homophobia, Post-Seine, Fluff, sorry it got out of hand for the angst, Angst, Fluff and Angst, Not Beta Read",Français,1/12/20,Completed,1/12/20,"4,810",1-Jan,null,15,2,162
22216828,My broken heart is my alibi,['howbadcanmyficsbe'],Teen And Up Audiences,M/M,"Les Misérables - All Media Types, Les Misérables - Victor Hugo",Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean","Friends to Lovers, First Kiss, Touch-Starved, Hurt/Comfort, Heart Attacks, Broken Heart Syndrome, Post-Seine",English,1/11/20,Completed,1/11/20,"2,717",1-Jan,9,143,8,"1,372"
22210843,The P is for Police,['DownwithCapitalism'],Teen And Up Audiences,M/M,Undisclosed Fandom,Javert/Jean Valjean,,"Bad Art, Marriage, Cursed bread",English,1/11/20,Completed,1/11/20,0,1-Jan,5,18,null,420
22202878,Now kiss,[],General Audiences,M/M,Les Misérables - Victor Hugo,Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean, bread - Character","Weddings, Art, Bad Art",English,1/10/20,Completed,1/10/20,0,1-Jan,4,17,null,354
22202152,A Breach of Crust,['Esteliel'],Mature,"Other, M/M",Les Misérables - All Media Types,"Jean Valjean/Bread, Javert/Jean Valjean","Jean Valjean, bread - Character, Javert (Les Misérables)","Vore, Bread Vore, Slutty Bread",English,1/12/20,Completed,1/12/20,810,1-Jan,4,24,1,397
22167430,That's what makes us glorious,['howbadcanmyficsbe'],Mature,M/M,"Les Misérables - All Media Types, Les Misérables - Victor Hugo",Javert/Jean Valjean,"Jean Valjean, Javert (Les Misérables)","Post-Seine, Established Relationship, Body Image, Body Worship, Fluff, Valjean's Dad Bod",English,1/8/20,Completed,1/8/20,"1,660",1-Jan,8,136,11,"1,113"
22147276,L'Étoile de Chien,['Rhysbees'],Teen And Up Audiences,M/M,"Harry Potter - J. K. Rowling, Les Misérables - All Media Types","Javert/Jean Valjean, Sirius Black/Remus Lupin","Javert (Les Misérables), Jean Valjean, Albus Dumbledore, Sirius Black, Remus Lupin, Harry Potter, Bishop Charles-François-Bienvenu Myriel","Suicidal Thoughts, Old Men In Love, Enemies to Friends to Lovers, Religious Conflict, What the heck is Les Mis without some religious struggle, I’ll add tags as they happen",English,1/6/20,Updated,1/6/20,"2,685",3/?,7,19,1,353
